dataset,question_id,question_type,question,gt_answer,image_path,option_A,option_B,option_C,option_D,modality_type,modality,abs_image_path,is_clear
RadImageNet,RadImageNet_54939,Disease Diagnosis,What is the visible finding in this picture?,Soft tissue fluid collection,Images/RadImageNet/soft_tissue_fluid_collection/knee151375.png,Tumor growth,Cyst formation,Nerve inflammation,Soft tissue fluid collection,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid_collection/knee151375.png,True
RadImageNet,RadImageNet_30047,Disease Diagnosis,What can be observed in this image?,Ascites.,Images/RadImageNet/ascites/mrabd000795.png,Pulmonary edema,Hepatomegaly,Ascites.,Renal cysts,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/ascites/mrabd000795.png,True
RadImageNet,RadImageNet_51504,Disease Diagnosis,What can be observed in this image?,Renal lesion,Images/RadImageNet/renal_lesion/mrabd023329.png,Ophthalmological abnormality,Renal lesion,Hepatic dysfunction,Hematological disorder,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/renal_lesion/mrabd023329.png,True
RadImageNet,RadImageNet_49004,Disease Diagnosis,What can be observed in this image?,Osseous disruption,Images/RadImageNet/osseous_disruption/foot006424.png,Neuralgia,Osseous disruption,Endocrine dysfunction,Cardiac arrhythmia,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/osseous_disruption/foot006424.png,True
RadImageNet,RadImageNet_56602,Disease Diagnosis,What can be observed in this image?,White matter changes,Images/RadImageNet/white_matter_changes/brain008968.png,White matter changes,Cerebrospinal fluid accumulation,Muscle atrophy,Inflammation and swelling,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/white_matter_changes/brain008968.png,True
RadImageNet,RadImageNet_55425,Disease Diagnosis,What is the possible finding in this image?,Soft tissue mass,Images/RadImageNet/soft_tissue_mass/foot085013.png,Soft tissue mass,Fluid-filled cyst,Inflammation in the stomach,Bone fracture,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_mass/foot085013.png,True
RadImageNet,RadImageNet_28268,Modality Recognition,Which type of medical imaging was utilized for obtaining this image?,MRI,Images/RadImageNet/normal/ankle-normal005616.png,Bone scan,MRI,CT scan,Ultrasound,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/ankle-normal005616.png,True
RadImageNet,RadImageNet_53290,Disease Diagnosis,What can be visualized in this image?,Soft tissue fluid,Images/RadImageNet/soft_tissue_fluid/foot071392.png,Blood clot,Soft tissue fluid,Joint dislocation,Bone fracture,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid/foot071392.png,True
RadImageNet,RadImageNet_26350,Modality Recognition,What type of imaging procedure was employed to obtain this picture?,MRI,Images/RadImageNet/chondral_abnormality/knee136907.png,Bone scan,Mammography,PET scan,MRI,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/knee136907.png,True
RadImageNet,RadImageNet_34692,Disease Diagnosis,What can be observed in this image?,Chondral abnormality,Images/RadImageNet/chondral_abnormality/knee132683.png,Nerve compression,Tendonitis,Chondral abnormality,Ligament tear,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/knee132683.png,True
RadImageNet,RadImageNet_45787,Disease Diagnosis,Is there any anomaly identified in this image?,"No, It's normal.",Images/RadImageNet/normal/brain-normal016462.png,"No, It's normal.","Yes, it shows a significant abnormality.","I can't say for sure, but it looks abnormal.",It's difficult to determine if there is an abnormality based on this image.,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/brain-normal016462.png,True
RadImageNet,RadImageNet_54338,Disease Diagnosis,What is visible in this picture?,Soft tissue fluid collection,Images/RadImageNet/soft_tissue_fluid_collection/knee181547.png,Bone fracture,Soft tissue fluid collection,Blood clot,Edema,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid_collection/knee181547.png,True
RadImageNet,RadImageNet_55698,Disease Diagnosis,What can be observed in this image?,Supraspinatus pathology,Images/RadImageNet/supraspinatus_pathology/shoulder004896.png,Supraspinatus pathology,Glenoid labrum tear,Carpal tunnel syndrome,Medial collateral ligament sprain,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/supraspinatus_pathology/shoulder004896.png,True
RadImageNet,RadImageNet_33372,Disease Diagnosis,What are the visual findings in this image?,Chondral abnormality,Images/RadImageNet/chondral_abnormality/knee034215.png,Cartilage degeneration,Chondral abnormality,Ligament tear,Joint inflammation,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/knee034215.png,True
RadImageNet,RadImageNet_28421,Disease Diagnosis,What is the diagnosis for the observed abnormality in this image?,Plantar plate tear.,Images/RadImageNet/Plantar_plate_tear/foot098470.png,Sesamoiditis.,Gout flare-up.,Plantar plate tear.,Bunion formation.,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/Plantar_plate_tear/foot098470.png,True
RadImageNet,RadImageNet_48781,Disease Diagnosis,What can be observed in this image?,Osseous disruption,Images/RadImageNet/osseous_disruption/ankle002560.png,Osseous disruption,Pulmonary fibrosis,Gastrointestinal hemorrhage,Cutaneous ulceration,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/osseous_disruption/ankle002560.png,True
RadImageNet,RadImageNet_26247,Modality Recognition,Which modality was used for imaging to produce this image?,MRI,Images/RadImageNet/chondral_abnormality/knee044851.png,Mammography,Angiography,CT scan,MRI,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/knee044851.png,True
RadImageNet,RadImageNet_55260,Disease Diagnosis,What can be observed in this image?,Soft tissue mass,Images/RadImageNet/soft_tissue_mass/foot086093.png,Soft tissue mass,Enlarged lymph node,Irregular heartbeat,Fluid-filled cyst,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_mass/foot086093.png,True
RadImageNet,RadImageNet_56256,Disease Diagnosis,What can be observed in this image?,White matter changes,Images/RadImageNet/white_matter_changes/brain017962.png,Cerebrospinal fluid accumulation,Skin discoloration,Organ enlargement,White matter changes,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/white_matter_changes/brain017962.png,True
RadImageNet,RadImageNet_40984,Disease Diagnosis,What can be observed in this image?,Labral pathology,Images/RadImageNet/labral_pathology/hip028832.png,Nerve compression,Bone fracture,Labral pathology,Synovial cyst,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/labral_pathology/hip028832.png,True
RadImageNet,RadImageNet_54163,Disease Diagnosis,What is visually apparent in this picture?,Soft tissue fluid collection,Images/RadImageNet/soft_tissue_fluid_collection/knee180044.png,Joint dislocation,Soft tissue fluid collection,Ligament tear,Bone fracture,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid_collection/knee180044.png,True
RadImageNet,RadImageNet_29633,Disease Diagnosis,What can be observed in this image?,ACL pathology.,Images/RadImageNet/acl_pathology/knee030578.png,Carpal tunnel syndrome,Plantar fasciitis,Osteoporosis,ACL pathology.,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/acl_pathology/knee030578.png,True
RadImageNet,RadImageNet_56683,Disease Diagnosis,What is visible in this image?,White matter changes,Images/RadImageNet/white_matter_changes/brain009737.png,White matter changes,Inflammation and swelling,Nerve degeneration,Cerebrospinal fluid accumulation,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/white_matter_changes/brain009737.png,True
RadImageNet,RadImageNet_38783,Disease Diagnosis,What attribute can be observed in this image?,Flexor pathology,Images/RadImageNet/flexor_pathology_/foot086911.png,Joint inflammation,Flexor pathology,Nerve compression,Extensor pathology,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/flexor_pathology_/foot086911.png,True
RadImageNet,RadImageNet_26067,Modality Recognition,What type of imaging was utilized to obtain this visual?,MRI,Images/RadImageNet/normal/mri-abd-normal040556.png,Endoscopy,MRI,Ultrasound,Electroencephalogram (EEG),MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/mri-abd-normal040556.png,True
RadImageNet,RadImageNet_36431,Disease Diagnosis,What diagnosis does this picture indicate?,Deltoid pathology,Images/RadImageNet/deltoid_pathology/ankle084893.png,Tennis elbow,Plantar fasciitis,Migraine headache,Deltoid pathology,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/deltoid_pathology/ankle084893.png,True
RadImageNet,RadImageNet_32648,Disease Diagnosis,What can be observed in this image?,Chondral abnormality,Images/RadImageNet/chondral_abnormality/knee067162.png,Synovial cyst formation,Tendonitis,Muscular imbalance,Chondral abnormality,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/knee067162.png,True
RadImageNet,RadImageNet_53772,Disease Diagnosis,What is the visual observation in this picture?,Soft tissue fluid,Images/RadImageNet/soft_tissue_fluid/foot008199.png,Skin rash,Cyst formation,Soft tissue fluid,Enlarged lymph node,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid/foot008199.png,True
RadImageNet,RadImageNet_43452,Disease Diagnosis,What can be observed in this image?,Meniscal abnormality,Images/RadImageNet/meniscal_abnormality/knee010168.png,Bone fracture,Soft tissue swelling,Nerve impingement,Meniscal abnormality,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/meniscal_abnormality/knee010168.png,True
RadImageNet,RadImageNet_26504,Modality Recognition,What imaging modality was used to capture this image?,MRI,Images/RadImageNet/meniscal_abnormality/knee126343.png,Angiography,CT scan,MRI,PET scan,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/meniscal_abnormality/knee126343.png,True
RadImageNet,RadImageNet_36949,Disease Diagnosis,What can be observed in this image?,Disc pathology,Images/RadImageNet/disc_pathology/spine016582.png,Tissue inflammation,Disc pathology,Muscular dystrophy,Nerve compression,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/disc_pathology/spine016582.png,True
RadImageNet,RadImageNet_54576,Disease Diagnosis,What does this picture indicate?,Soft tissue fluid collection,Images/RadImageNet/soft_tissue_fluid_collection/knee084412.png,Soft tissue fluid collection,Edema,Cyst formation,Joint dislocation,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid_collection/knee084412.png,True
RadImageNet,RadImageNet_45150,Disease Diagnosis,Is there any deviation from normality seen in this image?,"No, It's normal.",Images/RadImageNet/normal/hip-normal002790.png,"No, It's normal.","Yes, it shows a significant abnormality.","There is a possibility of abnormality, but further tests are needed for confirmation.","I can't say for sure, but it looks abnormal.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/hip-normal002790.png,True
RadImageNet,RadImageNet_50477,Disease Diagnosis,What can be observed in this image?,Peroneal pathology,Images/RadImageNet/peroneal_pathology/foot103646.png,Plantar fasciitis,Lumbar disc herniation,Peroneal pathology,Meniscal tear,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/peroneal_pathology/foot103646.png,True
RadImageNet,RadImageNet_26408,Modality Recognition,Which imaging technique was utilized to capture this visual representation?,MRI,Images/RadImageNet/normal/mri-abd-normal057351.png,Ultrasound,Bone scan,MRI,X-ray,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/mri-abd-normal057351.png,True
RadImageNet,RadImageNet_26148,Modality Recognition,Which modality was utilized for imaging to produce this picture?,MRI,Images/RadImageNet/meniscal_abnormality/knee011100.png,MRI,X-ray,Endoscopy,CT scan,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/meniscal_abnormality/knee011100.png,True
RadImageNet,RadImageNet_33786,Disease Diagnosis,What is the detected abnormality in this image?,Chondral abnormality,Images/RadImageNet/chondral_abnormality/foot037319.png,Chondral abnormality,Meniscal tear,Ligament tear,Cartilage degeneration,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/foot037319.png,True
RadImageNet,RadImageNet_43089,Disease Diagnosis,What can be observed in this image?,MCL pathology,Images/RadImageNet/mcl_pathology/knee108971.png,MCL pathology,Morton's neuroma,Rotator cuff tear,Biceps tendon rupture,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/mcl_pathology/knee108971.png,True
RadImageNet,RadImageNet_56037,Disease Diagnosis,What can be observed in this image?,Uterine pathology,Images/RadImageNet/uterine_pathology/mrabd028562.png,Uterine pathology,Bone fracture,Pancreatitis,Heart disease,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/uterine_pathology/mrabd028562.png,True
RadImageNet,RadImageNet_25910,Modality Recognition,Which imaging method was employed to obtain this picture?,MRI,Images/RadImageNet/chondral_abnormality/knee053185.png,MRI,Echocardiogram,Mammography,Electroencephalogram (EEG),MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/knee053185.png,True
RadImageNet,RadImageNet_30019,Disease Diagnosis,What is the visual observation in this image?,Ascites.,Images/RadImageNet/ascites/mrabd001244.png,Pleural effusion,Peritonitis,Hepatomegaly,Ascites.,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/ascites/mrabd001244.png,True
RadImageNet,RadImageNet_29268,Disease Diagnosis,What can be observed in this image?,ACL pathology.,Images/RadImageNet/acl_pathology/knee188217.png,Meniscus tear,Osteoporosis,ACL pathology.,Shin splints,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/acl_pathology/knee188217.png,True
RadImageNet,RadImageNet_52902,Disease Diagnosis,What is the notable observation in this image?,Soft tissue fluid,Images/RadImageNet/soft_tissue_fluid/shoulder059195.png,Soft tissue fluid,Enlarged lymph node,Cyst formation,Joint dislocation,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid/shoulder059195.png,True
RadImageNet,RadImageNet_53374,Disease Diagnosis,What can be observed in this image?,Soft tissue fluid,Images/RadImageNet/soft_tissue_fluid/foot074615.png,Enlarged lymph node,Muscular dystrophy,Soft tissue fluid,Skin rash,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid/foot074615.png,True
RadImageNet,RadImageNet_52272,Disease Diagnosis,What can be observed in this image?,Soft tissue edema,Images/RadImageNet/soft_tissue_edema/shoulder030322.png,Joint dislocation,Soft tissue edema,Vascular malformation,Ligament tear,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_edema/shoulder030322.png,True
RadImageNet,RadImageNet_47142,Disease Diagnosis,Is there any irregularity or anomaly in this picture?,"No, It's normal.",Images/RadImageNet/normal/mri-abd-normal036933.png,"No, It's normal.","There is a possibility of abnormality, but further tests are needed for confirmation.",It's difficult to determine if there is an abnormality based on this image.,"I'm not sure, but there might be a slight abnormality.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/mri-abd-normal036933.png,True
RadImageNet,RadImageNet_43864,Disease Diagnosis,What can be observed in this image?,Meniscal abnormality,Images/RadImageNet/meniscal_abnormality/knee163204.png,Cartilage erosion,Bone fracture,Meniscal abnormality,Soft tissue swelling,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/meniscal_abnormality/knee163204.png,True
RadImageNet,RadImageNet_33051,Disease Diagnosis,What finding can be seen in this image?,Chondral abnormality,Images/RadImageNet/chondral_abnormality/knee142716.png,Synovial cyst formation,Chondral abnormality,Ligament tear,Fracture,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/knee142716.png,True
RadImageNet,RadImageNet_49897,Disease Diagnosis,What is the finding in this image?,Pancreatic lesion,Images/RadImageNet/pancreatic_lesion/mrabd021030.png,Bladder lesion,Pancreatic lesion,Lung lesion,Stomach lesion,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/pancreatic_lesion/mrabd021030.png,True
RadImageNet,RadImageNet_51686,Disease Diagnosis,What condition is evident from the image?,Scoliosis,Images/RadImageNet/scoliosis/spine076272.png,Scoliosis,Lordosis,Muscular dystrophy,Osteoarthritis,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/scoliosis/spine076272.png,True
RadImageNet,RadImageNet_41017,Disease Diagnosis,What can be observed in this image?,Labral pathology,Images/RadImageNet/labral_pathology/hip024660.png,Labral pathology,Joint inflammation,Bursitis,Muscle strain,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/labral_pathology/hip024660.png,True
RadImageNet,RadImageNet_33223,Disease Diagnosis,What can be observed in this image?,Chondral abnormality,Images/RadImageNet/chondral_abnormality/knee038212.png,Bone density loss,Muscular imbalance,Chondral abnormality,Nerve compression,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/knee038212.png,True
RadImageNet,RadImageNet_38439,Disease Diagnosis,What can be observed in this image?,Facet arthropathy,Images/RadImageNet/facet_arthropathy/spine055568.png,Carpal tunnel syndrome,Facet arthropathy,Spinal stenosis,Osteoporosis,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/facet_arthropathy/spine055568.png,True
RadImageNet,RadImageNet_27870,Modality Recognition,Which imaging technique was utilized to obtain this picture?,MRI,Images/RadImageNet/white_matter_changes/brain018598.png,Echocardiogram,MRI,Electroencephalogram (EEG),Mammography,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/white_matter_changes/brain018598.png,True
RadImageNet,RadImageNet_27327,Modality Recognition,"""What type of imaging technique was utilized to acquire this image?""",MRI,Images/RadImageNet/atfl_pathology/foot110285.png,Mammography,MRI,X-ray,Electroencephalogram (EEG),MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/atfl_pathology/foot110285.png,True
RadImageNet,RadImageNet_35476,Disease Diagnosis,What can be observed in this image?,Chondral pathology,Images/RadImageNet/chondral_pathology/hip001184.png,Spleen enlargement,Cardiac arrhythmia,Pancreatic cancer,Chondral pathology,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_pathology/hip001184.png,True
RadImageNet,RadImageNet_38898,Disease Diagnosis,What attribute can be observed in this image?,Focal flair hyperintensity,Images/RadImageNet/focal_flair_hyper/brain002561.png,Subcutaneous hemorrhage,Focal flair hyperintensity,Peripheral edema,Vascular malformation,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/focal_flair_hyper/brain002561.png,True
RadImageNet,RadImageNet_48269,Disease Diagnosis,Is there any pathology or irregularity evident in this image?,"No, It's normal.",Images/RadImageNet/normal/brain-normal011281.png,"Yes, it shows a significant abnormality.",It's difficult to determine if there is an abnormality based on this image.,"I can't say for sure, but it looks abnormal.","No, It's normal.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/brain-normal011281.png,True
RadImageNet,RadImageNet_29691,Disease Diagnosis,What can be observed in this image?,ACL pathology.,Images/RadImageNet/acl_pathology/knee118925.png,Tennis elbow,ACL pathology.,Shin splints,Rotator cuff tear,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/acl_pathology/knee118925.png,True
RadImageNet,RadImageNet_39313,Disease Diagnosis,What can be observed in this image?,Foraminal pathology,Images/RadImageNet/foraminal_pathlogy/spine062885.png,Epidural hematoma,Pneumonia,Foraminal pathology,Appendicitis,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/foraminal_pathlogy/spine062885.png,True
RadImageNet,RadImageNet_35851,Disease Diagnosis,What is the observation that can be made from this image?,Chronic infarct,Images/RadImageNet/chronic_infarct/brain002216.png,Congenital anomaly,Acute infarct,Metastatic cancer,Chronic infarct,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chronic_infarct/brain002216.png,True
RadImageNet,RadImageNet_41780,Disease Diagnosis,What can be observed in this image?,Labral pathology,Images/RadImageNet/labral_pathology/hip018097.png,Labral pathology,Tendonitis,Meniscal tear,Bursitis,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/labral_pathology/hip018097.png,True
RadImageNet,RadImageNet_28135,Modality Recognition,What type of imaging technique was utilized for this image to be obtained?,MRI,Images/RadImageNet/pcl_pathology/knee156537.png,PET scan,Bone scan,CT scan,MRI,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/pcl_pathology/knee156537.png,True
RadImageNet,RadImageNet_35608,Disease Diagnosis,What is the apparent finding in this image?,Chondral pathology,Images/RadImageNet/chondral_pathology/hip002943.png,Spleen enlargement,Pancreatic cancer,Chondral pathology,Bone fracture,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_pathology/hip002943.png,True
RadImageNet,RadImageNet_39117,Disease Diagnosis,What can be observed in this image?,Foraminal pathology,Images/RadImageNet/foraminal_pathlogy/spine064632.png,Foraminal pathology,Heart arrhythmia,Bronchitis,Cerebrovascular accident (stroke),MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/foraminal_pathlogy/spine064632.png,True
RadImageNet,RadImageNet_54719,Disease Diagnosis,What can be observed in this image?,Soft tissue fluid collection,Images/RadImageNet/soft_tissue_fluid_collection/knee097078.png,Nerve inflammation,Blood clot,Soft tissue fluid collection,Muscle strain,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid_collection/knee097078.png,True
RadImageNet,RadImageNet_46715,Disease Diagnosis,Is there any indication of a condition or irregularity in this image?,"No, It's normal.",Images/RadImageNet/normal/mri-abd-normal028612.png,"No, It's normal.","I can't say for sure, but it looks abnormal.","There is a possibility of abnormality, but further tests are needed for confirmation.",It's difficult to determine if there is an abnormality based on this image.,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/mri-abd-normal028612.png,True
RadImageNet,RadImageNet_55204,Disease Diagnosis,What is the visual finding observed in this image?,Soft tissue mass,Images/RadImageNet/soft_tissue_mass/foot082279.png,Irregular heartbeat,Soft tissue mass,Enlarged lymph node,Inflammation in the stomach,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_mass/foot082279.png,True
RadImageNet,RadImageNet_34340,Disease Diagnosis,What is the condition that is visible in this image?,Chondral abnormality,Images/RadImageNet/chondral_abnormality/ankle025623.png,Synovial cyst formation,Meniscal tear,Tendonitis,Chondral abnormality,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/ankle025623.png,True
RadImageNet,RadImageNet_43920,Disease Diagnosis,What diagnosis does this picture indicate?,Meniscal abnormality,Images/RadImageNet/meniscal_abnormality/knee082899.png,Joint inflammation,Cartilage erosion,Soft tissue swelling,Meniscal abnormality,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/meniscal_abnormality/knee082899.png,True
RadImageNet,RadImageNet_27530,Modality Recognition,What type of imaging was performed to obtain this image?,MRI,Images/RadImageNet/peroneal_pathology/ankle063232.png,CT scan,MRI,Endoscopy,PET scan,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/peroneal_pathology/ankle063232.png,True
RadImageNet,RadImageNet_27203,Modality Recognition,What type of imaging modality was utilized for capturing this image?,MRI,Images/RadImageNet/foraminal_pathlogy/spine063749.png,MRI,CT scan,Ultrasound,X-ray,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/foraminal_pathlogy/spine063749.png,True
RadImageNet,RadImageNet_45484,Disease Diagnosis,Is there any abnormality or anomaly observed in this image?,"No, It's normal.",Images/RadImageNet/normal/mri-abd-normal071223.png,"Yes, it shows a significant abnormality.",It's difficult to determine if there is an abnormality based on this image.,"No, It's normal.","I'm not sure, but there might be a slight abnormality.",MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/mri-abd-normal071223.png,True
RadImageNet,RadImageNet_37303,Disease Diagnosis,What can be observed in this image?,Disc pathology,Images/RadImageNet/disc_pathology/spine033525.png,Muscular dystrophy,Joint dislocation,Disc pathology,Nerve compression,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/disc_pathology/spine033525.png,True
RadImageNet,RadImageNet_33068,Disease Diagnosis,What is the finding in the image?,Chondral abnormality,Images/RadImageNet/chondral_abnormality/knee048313.png,Chondral abnormality,Muscular imbalance,Cartilage degeneration,Fracture,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/chondral_abnormality/knee048313.png,True
RadImageNet,RadImageNet_47000,Disease Diagnosis,Is there any abnormality present in this image?,"No, It's normal.",Images/RadImageNet/normal/mri-abd-normal026526.png,"No, It's normal.","I can't say for sure, but it looks abnormal.","I'm not sure, but there might be a slight abnormality.",It's difficult to determine if there is an abnormality based on this image.,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/normal/mri-abd-normal026526.png,True
RadImageNet,RadImageNet_50405,Disease Diagnosis,What can be observed in this image?,Peroneal pathology,Images/RadImageNet/peroneal_pathology/foot095800.png,Peroneal pathology,Carpal tunnel syndrome,Plantar fasciitis,Tendonitis,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/peroneal_pathology/foot095800.png,True
RadImageNet,RadImageNet_55988,Disease Diagnosis,What can be observed in this image?,Uterine pathology,Images/RadImageNet/uterine_pathology/mrabd028359.png,Bone fracture,Uterine pathology,Heart disease,Thyroid disorder,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/uterine_pathology/mrabd028359.png,True
RadImageNet,RadImageNet_51692,Disease Diagnosis,What is the condition visible in this picture?,Scoliosis,Images/RadImageNet/scoliosis/spine074639.png,Spinal stenosis,Lordosis,Scoliosis,Muscular dystrophy,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/scoliosis/spine074639.png,True
RadImageNet,RadImageNet_56182,Disease Diagnosis,What can be observed in this image?,Uterine pathology,Images/RadImageNet/uterine_pathology/mrabd026033.png,Uterine pathology,Pancreatitis,Thyroid disorder,Skin rash,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/uterine_pathology/mrabd026033.png,True
RadImageNet,RadImageNet_27458,Modality Recognition,Which type of imaging was employed to capture this image?,MRI,Images/RadImageNet/soft_tissue_fluid/foot056123.png,Angiography,MRI,Ultrasound,Endoscopy,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid/foot056123.png,True
RadImageNet,RadImageNet_29670,Disease Diagnosis,What can be observed in this image?,ACL pathology.,Images/RadImageNet/acl_pathology/knee108382.png,ACL pathology.,Achilles tendonitis,Carpal tunnel syndrome,Tennis elbow,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/acl_pathology/knee108382.png,True
RadImageNet,RadImageNet_28640,Disease Diagnosis,What can be observed in this image?,Achilles pathology.,Images/RadImageNet/achilles_pathology_/ankle074587.png,Tendonitis,Achilles pathology.,Tennis elbow,Arthritis,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/achilles_pathology_/ankle074587.png,True
RadImageNet,RadImageNet_52610,Disease Diagnosis,What can be observed in this image?,Soft tissue fluid,Images/RadImageNet/soft_tissue_fluid/foot009669.png,Joint dislocation,Soft tissue fluid,Cyst formation,Skin rash,MR (Mag-netic Resonance Imaging),,OmniMedVQA/Images/RadImageNet/soft_tissue_fluid/foot009669.png,True
